"Time (UTC)","Temperature Average 1 min (oC)","Humidity Average 1 min (%)","Wind Direction Prevailing 1 min (deg)","Wind Speed Average 1 min (m/s)","Solar Radiation Average 1 min (W/m2)","Pressure Average 1 min (mb)","Water Temperature Average 1 min (oC)","Wind Evaporation Average 1 min (m/s),"
06/02/2025 16:34,,,,,
06/02/2025 16:35,,,,,
06/02/2025 16:36,,,,,
06/02/2025 16:37,,,,,
06/02/2025 16:38,,,,,
06/02/2025 16:39,,,,,
06/02/2025 16:40,,,,,
06/02/2025 16:41,,,,,
06/02/2025 16:42,,,,,
06/02/2025 16:43,,,,,
06/02/2025 16:44,,,,,
06/02/2025 16:45,,,,,
06/02/2025 16:46,,,,,
06/02/2025 16:47,,,,,
06/02/2025 16:48,,,,,
06/02/2025 16:49,,,,,
06/02/2025 16:50,,,,,
06/02/2025 16:51,,,,,
06/02/2025 16:52,,,,,
06/02/2025 16:53,,,,,
06/02/2025 16:54,,,,,
06/02/2025 16:55,,,,,
06/02/2025 16:56,,,,,
06/02/2025 16:57,,,,,
06/02/2025 16:58,,,,,
06/02/2025 16:59,,,,,
06/02/2025 17:00,,,,,
06/02/2025 17:01,,,,,
06/02/2025 17:02,,,,,
06/02/2025 17:03,,,,,
06/02/2025 17:04,,,,,
06/02/2025 17:05,,,,,
06/02/2025 17:06,,,,,
06/02/2025 17:07,,,,,
06/02/2025 17:08,,,,,
06/02/2025 17:09,,,,,
06/02/2025 17:10,,,,,
06/02/2025 17:11,,,,,
06/02/2025 17:12,,,,,
06/02/2025 17:13,,,,,
06/02/2025 17:14,,,,,
06/02/2025 17:15,,,,,
06/02/2025 17:16,,,,,
06/02/2025 17:17,,,,,
06/02/2025 17:18,,,,,
06/02/2025 17:19,,,,,
06/02/2025 17:20,,,,,
06/02/2025 17:21,,,,,
06/02/2025 17:22,,,,,
06/02/2025 17:23,,,,,
06/02/2025 17:24,,,,,
06/02/2025 17:25,,,,,
06/02/2025 17:26,,,,,
06/02/2025 17:27,,,,,
06/02/2025 17:28,,,,,
06/02/2025 17:29,,,,,
06/02/2025 17:30,,,,,
06/02/2025 17:31,,,,,
06/02/2025 17:32,,,,,
06/02/2025 17:33,,,,,
06/02/2025 17:34,,,,,
06/02/2025 17:35,,,,,
06/02/2025 17:36,,,,,
06/02/2025 17:37,,,,,
06/02/2025 17:38,,,,,
06/02/2025 17:39,,,,,
06/02/2025 17:40,,,,,
06/02/2025 17:41,,,,,
06/02/2025 17:42,,,,,
06/02/2025 17:43,,,,,
06/02/2025 17:44,,,,,
06/02/2025 17:45,,,,,
06/02/2025 17:46,,,,,
06/02/2025 17:47,,,,,
06/02/2025 17:48,,,,,
06/02/2025 17:49,,,,,
06/02/2025 17:50,,,,,
06/02/2025 17:51,,,,,
06/02/2025 17:52,,,,,
06/02/2025 17:53,,,,,
06/02/2025 17:54,,,,,
06/02/2025 17:55,,,,,
06/02/2025 17:56,,,,,
06/02/2025 17:57,,,,,
06/02/2025 17:58,,,,,
06/02/2025 17:59,,,,,
06/02/2025 18:00,,,,,
06/02/2025 18:01,,,,,
06/02/2025 18:02,,,,,
06/02/2025 18:03,,,,,
06/02/2025 18:04,,,,,
06/02/2025 18:05,,,,,
06/02/2025 18:06,,,,,
06/02/2025 18:07,,,,,
06/02/2025 18:08,,,,,
06/02/2025 18:09,,,,,
06/02/2025 18:10,,,,,
06/02/2025 18:11,,,,,
06/02/2025 18:12,,,,,
06/02/2025 18:13,,,,,
06/02/2025 18:14,,,,,
06/02/2025 18:15,,,,,
06/02/2025 18:16,,,,,
06/02/2025 18:17,,,,,
06/02/2025 18:18,,,,,
06/02/2025 18:19,,,,,
06/02/2025 18:20,,,,,
06/02/2025 18:21,,,,,
06/02/2025 18:22,,,,,
06/02/2025 18:23,,,,,
06/02/2025 18:24,,,,,
06/02/2025 18:25,,,,,
06/02/2025 18:26,,,,,
06/02/2025 18:27,,,,,
06/02/2025 18:28,,,,,
06/02/2025 18:29,,,,,
06/02/2025 18:30,,,,,
06/02/2025 18:31,,,,,
06/02/2025 18:32,,,,,
06/02/2025 18:33,,,,,
06/02/2025 18:34,,,,,
06/02/2025 18:35,,,,,
06/02/2025 18:36,,,,,
06/02/2025 18:37,,,,,
06/02/2025 18:38,,,,,
06/02/2025 18:39,,,,,
06/02/2025 18:40,,,,,
06/02/2025 18:41,,,,,
06/02/2025 18:42,,,,,
06/02/2025 18:43,,,,,
06/02/2025 18:44,,,,,
06/02/2025 18:45,,,,,
06/02/2025 18:46,,,,,
06/02/2025 18:47,,,,,
06/02/2025 18:48,,,,,
06/02/2025 18:49,,,,,
06/02/2025 18:50,,,,,
06/02/2025 18:51,,,,,
06/02/2025 18:52,,,,,
06/02/2025 18:53,,,,,
06/02/2025 18:54,,,,,
06/02/2025 18:55,,,,,
06/02/2025 18:56,,,,,
06/02/2025 18:57,,,,,
06/02/2025 18:58,,,,,
06/02/2025 18:59,,,,,
06/02/2025 19:00,,,,,
06/02/2025 19:01,,,,,
06/02/2025 19:02,,,,,
06/02/2025 19:03,,,,,
06/02/2025 19:04,,,,,
06/02/2025 19:05,,,,,
06/02/2025 19:06,,,,,
06/02/2025 19:07,,,,,
06/02/2025 19:08,,,,,
06/02/2025 19:09,,,,,
06/02/2025 19:10,,,,,
06/02/2025 19:11,,,,,
06/02/2025 19:12,,,,,
06/02/2025 19:13,,,,,
06/02/2025 19:14,,,,,
06/02/2025 19:15,,,,,
06/02/2025 19:16,,,,,
06/02/2025 19:17,,,,,
06/02/2025 19:18,,,,,
06/02/2025 19:19,,,,,
06/02/2025 19:20,,,,,
06/02/2025 19:21,,,,,
06/02/2025 19:22,,,,,
06/02/2025 19:23,,,,,
06/02/2025 19:24,,,,,
06/02/2025 19:25,,,,,
06/02/2025 19:26,,,,,
06/02/2025 19:27,,,,,
06/02/2025 19:28,,,,,
06/02/2025 19:29,,,,,
06/02/2025 19:30,,,,,
06/02/2025 19:31,,,,,
06/02/2025 19:32,,,,,
06/02/2025 19:33,,,,,
06/02/2025 19:34,,,,,
06/02/2025 19:35,,,,,
06/02/2025 19:36,,,,,
06/02/2025 19:37,,,,,
06/02/2025 19:38,,,,,
06/02/2025 19:39,,,,,
06/02/2025 19:40,,,,,
06/02/2025 19:41,,,,,
06/02/2025 19:42,,,,,
06/02/2025 19:43,,,,,
06/02/2025 19:44,,,,,
06/02/2025 19:45,,,,,
06/02/2025 19:46,,,,,
06/02/2025 19:47,,,,,
06/02/2025 19:48,,,,,
06/02/2025 19:49,,,,,
06/02/2025 19:50,,,,,
06/02/2025 19:51,,,,,
06/02/2025 19:52,,,,,
06/02/2025 19:53,,,,,
06/02/2025 19:54,,,,,
06/02/2025 19:55,,,,,
06/02/2025 19:56,,,,,
06/02/2025 19:57,,,,,
06/02/2025 19:58,,,,,
06/02/2025 19:59,,,,,
06/02/2025 20:00,,,,,
06/02/2025 20:01,,,,,
06/02/2025 20:02,,,,,
06/02/2025 20:03,,,,,
06/02/2025 20:04,,,,,
06/02/2025 20:05,,,,,
06/02/2025 20:06,,,,,
06/02/2025 20:07,,,,,
06/02/2025 20:08,,,,,
06/02/2025 20:09,,,,,
06/02/2025 20:10,,,,,
06/02/2025 20:11,,,,,
06/02/2025 20:12,,,,,
06/02/2025 20:13,,,,,
06/02/2025 20:14,,,,,
06/02/2025 20:15,,,,,
06/02/2025 20:16,,,,,
06/02/2025 20:17,,,,,
06/02/2025 20:18,,,,,
06/02/2025 20:19,,,,,
06/02/2025 20:20,,,,,
06/02/2025 20:21,,,,,
06/02/2025 20:22,,,,,
06/02/2025 20:23,,,,,
06/02/2025 20:24,,,,,
06/02/2025 20:25,,,,,
06/02/2025 20:26,,,,,
06/02/2025 20:27,,,,,
06/02/2025 20:28,,,,,
06/02/2025 20:29,,,,,
06/02/2025 20:30,,,,,
06/02/2025 20:31,,,,,
06/02/2025 20:32,,,,,
06/02/2025 20:33,,,,,
06/02/2025 20:34,,,,,
06/02/2025 20:35,,,,,
06/02/2025 20:36,,,,,
06/02/2025 20:37,,,,,
06/02/2025 20:38,,,,,
06/02/2025 20:39,,,,,
06/02/2025 20:40,,,,,
06/02/2025 20:41,,,,,
06/02/2025 20:42,,,,,
06/02/2025 20:43,,,,,
06/02/2025 20:44,,,,,
06/02/2025 20:45,,,,,
06/02/2025 20:46,,,,,
06/02/2025 20:47,,,,,
06/02/2025 20:48,,,,,
06/02/2025 20:49,,,,,
06/02/2025 20:50,,,,,
06/02/2025 20:51,,,,,
06/02/2025 20:52,,,,,
06/02/2025 20:53,,,,,
06/02/2025 20:54,,,,,
06/02/2025 20:55,,,,,
06/02/2025 20:56,,,,,
06/02/2025 20:57,,,,,
06/02/2025 20:58,,,,,
06/02/2025 20:59,,,,,
06/02/2025 21:00,,,,,
06/02/2025 21:01,,,,,
06/02/2025 21:02,,,,,
06/02/2025 21:03,,,,,
06/02/2025 21:04,,,,,
06/02/2025 21:05,,,,,
06/02/2025 21:06,,,,,
06/02/2025 21:07,,,,,
06/02/2025 21:08,,,,,
06/02/2025 21:09,,,,,
06/02/2025 21:10,,,,,
06/02/2025 21:11,,,,,
06/02/2025 21:12,,,,,
06/02/2025 21:13,,,,,
06/02/2025 21:14,,,,,
06/02/2025 21:15,,,,,
06/02/2025 21:16,,,,,
06/02/2025 21:17,,,,,
06/02/2025 21:18,,,,,
06/02/2025 21:19,,,,,
06/02/2025 21:20,,,,,
06/02/2025 21:21,,,,,
06/02/2025 21:22,,,,,
06/02/2025 21:23,,,,,
06/02/2025 21:24,,,,,
06/02/2025 21:25,,,,,
06/02/2025 21:26,,,,,
06/02/2025 21:27,,,,,
06/02/2025 21:28,,,,,
06/02/2025 21:29,,,,,
06/02/2025 21:30,,,,,
06/02/2025 21:31,,,,,
06/02/2025 21:32,,,,,
06/02/2025 21:33,,,,,
06/02/2025 21:34,,,,,
06/02/2025 21:35,,,,,
06/02/2025 21:36,,,,,
06/02/2025 21:37,,,,,
06/02/2025 21:38,,,,,
06/02/2025 21:39,,,,,
06/02/2025 21:40,,,,,
06/02/2025 21:41,,,,,
06/02/2025 21:42,,,,,
06/02/2025 21:43,,,,,
06/02/2025 21:44,,,,,
06/02/2025 21:45,,,,,
06/02/2025 21:46,,,,,
06/02/2025 21:47,,,,,
06/02/2025 21:48,,,,,
06/02/2025 21:49,,,,,
06/02/2025 21:50,,,,,
06/02/2025 21:51,,,,,
06/02/2025 21:52,,,,,
06/02/2025 21:53,,,,,
06/02/2025 21:54,,,,,
06/02/2025 21:55,,,,,
06/02/2025 21:56,,,,,
06/02/2025 21:57,,,,,
06/02/2025 21:58,,,,,
06/02/2025 21:59,,,,,
06/02/2025 22:00,,,,,
06/02/2025 22:01,,,,,
06/02/2025 22:02,,,,,
06/02/2025 22:03,,,,,
06/02/2025 22:04,,,,,
06/02/2025 22:05,,,,,
06/02/2025 22:06,,,,,
06/02/2025 22:07,,,,,
06/02/2025 22:08,,,,,
06/02/2025 22:09,,,,,
06/02/2025 22:10,,,,,
06/02/2025 22:11,,,,,
06/02/2025 22:12,,,,,
06/02/2025 22:13,,,,,
06/02/2025 22:14,,,,,
06/02/2025 22:15,,,,,
06/02/2025 22:16,,,,,
06/02/2025 22:17,,,,,
06/02/2025 22:18,,,,,
06/02/2025 22:19,,,,,
06/02/2025 22:20,,,,,
06/02/2025 22:21,,,,,
06/02/2025 22:22,,,,,
06/02/2025 22:23,,,,,
06/02/2025 22:24,,,,,
06/02/2025 22:25,,,,,
06/02/2025 22:26,,,,,
06/02/2025 22:27,,,,,
06/02/2025 22:28,,,,,
06/02/2025 22:29,,,,,
06/02/2025 22:30,,,,,
06/02/2025 22:31,,,,,
06/02/2025 22:32,,,,,
06/02/2025 22:33,,,,,
06/02/2025 22:34,,,,,
06/02/2025 22:35,,,,,
06/02/2025 22:36,,,,,
06/02/2025 22:37,,,,,
06/02/2025 22:38,,,,,
06/02/2025 22:39,,,,,
06/02/2025 22:40,,,,,
06/02/2025 22:41,,,,,
06/02/2025 22:42,,,,,
06/02/2025 22:43,,,,,
06/02/2025 22:44,,,,,
06/02/2025 22:45,,,,,
06/02/2025 22:46,,,,,
06/02/2025 22:47,,,,,
06/02/2025 22:48,,,,,
06/02/2025 22:49,,,,,
06/02/2025 22:50,,,,,
06/02/2025 22:51,,,,,
06/02/2025 22:52,,,,,
06/02/2025 22:53,,,,,
06/02/2025 22:54,,,,,
06/02/2025 22:55,,,,,
06/02/2025 22:56,,,,,
06/02/2025 22:57,,,,,
06/02/2025 22:58,,,,,
06/02/2025 22:59,,,,,
06/02/2025 23:00,,,,,
06/02/2025 23:01,,,,,
06/02/2025 23:02,,,,,
06/02/2025 23:03,,,,,
06/02/2025 23:04,,,,,
06/02/2025 23:05,,,,,
06/02/2025 23:06,,,,,
06/02/2025 23:07,,,,,
06/02/2025 23:08,,,,,
06/02/2025 23:09,,,,,
06/02/2025 23:10,,,,,
06/02/2025 23:11,,,,,
06/02/2025 23:12,,,,,
06/02/2025 23:13,,,,,
06/02/2025 23:14,,,,,
06/02/2025 23:15,,,,,
06/02/2025 23:16,,,,,
06/02/2025 23:17,,,,,
06/02/2025 23:18,,,,,
06/02/2025 23:19,,,,,
06/02/2025 23:20,,,,,
06/02/2025 23:21,,,,,
06/02/2025 23:22,,,,,
06/02/2025 23:23,,,,,
06/02/2025 23:24,,,,,
06/02/2025 23:25,,,,,
06/02/2025 23:26,,,,,
06/02/2025 23:27,,,,,
06/02/2025 23:28,,,,,
06/02/2025 23:29,,,,,
06/02/2025 23:30,,,,,
06/02/2025 23:31,,,,,
06/02/2025 23:32,,,,,
06/02/2025 23:33,,,,,
06/02/2025 23:34,,,,,
06/02/2025 23:35,,,,,
06/02/2025 23:36,,,,,
06/02/2025 23:37,,,,,
06/02/2025 23:38,,,,,
06/02/2025 23:39,,,,,
06/02/2025 23:40,,,,,
06/02/2025 23:41,,,,,
06/02/2025 23:42,,,,,
06/02/2025 23:43,,,,,
06/02/2025 23:44,,,,,
06/02/2025 23:45,,,,,
06/02/2025 23:46,,,,,
06/02/2025 23:47,,,,,
06/02/2025 23:48,,,,,
06/02/2025 23:49,,,,,
06/02/2025 23:50,,,,,
06/02/2025 23:51,,,,,
06/02/2025 23:52,,,,,
06/02/2025 23:53,,,,,
06/02/2025 23:54,,,,,
06/02/2025 23:55,,,,,
06/02/2025 23:56,,,,,
06/02/2025 23:57,,,,,
06/02/2025 23:58,,,,,
06/02/2025 23:59,,,,,
07/02/2025 00:00,,,,,
